gene, ct.1,ct.2,ct.3,ct.4,kd.1,kd.2,kd.3
FBgn0051612,133,134,449,240,172,169,425
FBgn0051614,13,17,102,162,47,17,212
FBgn0051619,2688,2761,5365,3874,3581,3773,5025
FBgn0051633,60,87,176,117,55,89,168
FBgn0051635,525,512,1104,583,519,536,829
FBgn0051637,2057,2242,3666,2977,1770,1861,2525
FBgn0051638,509,550,1016,687,619,657,946
FBgn0051641,986,1086,3042,1358,808,942,2343
FBgn0051642,46,30,62,41,169,144,215
FBgn0051648,135,170,337,280,209,221,296
FBgn0051658,92,159,298,196,150,202,333
FBgn0051673,817,1101,2140,1468,1106,1230,2140
FBgn0051674,73,83,193,124,106,97,197
FBgn0051678,2379,2245,5058,3216,2524,2755,3857
FBgn0051687,23,35,210,121,24,20,100
FBgn0051694,1235,1449,2734,1876,1431,1504,2413
FBgn0051710,76,76,202,80,63,76,154
FBgn0051712,466,558,1139,597,508,546,920
FBgn0051713,39,66,130,66,46,72,103
FBgn0051715,142,172,682,347,145,169,645
FBgn0051716,1671,1852,4430,2645,1710,1954,3582
FBgn0051717,391,469,860,669,383,456,874
FBgn0051720,63,77,246,171,79,70,258
FBgn0051729,1959,2137,3788,3437,2237,2375,3294
FBgn0051739,1596,1705,3907,2694,1735,1845,3229
FBgn0051755,228,226,560,390,244,222,498
FBgn0051759,69,57,145,112,55,60,173
FBgn0051769,46,48,98,78,31,53,85
FBgn0051777,142,221,622,461,219,299,349
FBgn0051793,259,332,626,386,308,330,535
FBgn0051800,66,97,296,170,95,96,227
FBgn0051815,43,14,94,15,26,21,94
FBgn0051849,34,34,55,46,44,71,92
FBgn0051852,267,340,754,441,355,407,652
FBgn0051855,173,232,610,302,249,274,504
FBgn0051875,27,32,60,44,31,36,48
FBgn0051898,31,53,103,74,27,47,136
FBgn0051908,1142,1244,2267,1463,1171,1354,1486
FBgn0051915,600,694,1676,1128,839,904,1506
FBgn0051922,16,13,69,48,24,26,90
FBgn0051935,264,318,656,380,257,299,487
FBgn0051950,64,84,130,97,97,85,131
FBgn0051955,283,277,904,515,211,211,563
FBgn0051957,58,72,226,150,62,75,185
FBgn0051961,214,264,607,314,247,280,443
FBgn0051973,43,39,93,54,39,50,76
FBgn0051974,30,31,62,50,41,34,76
FBgn0051989,342,419,749,653,353,392,556
FBgn0051992,3304,3354,8919,5629,3616,3692,8108
FBgn0051997,354,448,1094,754,346,379,1197
FBgn0051998,648,571,2342,1692,677,639,2201
FBgn0051999,836,803,2603,1839,713,772,2390
FBgn0052000,1332,1243,4620,4073,1194,1060,4641
FBgn0052016,729,706,2717,1665,662,699,2278
FBgn0052017,208,167,675,662,179,179,1062
FBgn0052022,113,189,396,295,208,239,394
FBgn0052026,85,39,192,54,62,66,187
FBgn0052027,94,78,182,126,95,120,175
FBgn0052037,96,93,227,148,93,128,148
FBgn0052038,134,168,493,329,180,215,343
FBgn0052039,59,77,170,129,65,85,209
FBgn0052043,103,105,214,106,122,155,182
FBgn0052056,666,785,1249,1133,1059,1315,1528
FBgn0052062,309,326,756,323,344,311,568
FBgn0052066,1702,1813,3874,2624,1785,1986,3115
FBgn0052068,372,479,1269,676,356,402,765
FBgn0052069,40,76,168,102,69,95,156
FBgn0052075,130,120,383,231,127,159,320
FBgn0052076,247,319,469,465,318,330,432
FBgn0052088,39,33,88,141,55,50,142
FBgn0052091,32,26,64,32,34,36,55
FBgn0052095,140,175,297,241,161,162,273
FBgn0052099,88,104,232,178,81,94,214
FBgn0052100,88,109,211,121,106,125,139
FBgn0052103,1757,1749,3883,2165,1764,1807,3293
FBgn0052104,144,113,260,199,149,135,272
FBgn0052109,66,78,243,185,80,98,321
FBgn0052112,87,102,217,130,72,89,163
FBgn0052113,568,506,1505,1150,520,469,1427
FBgn0052115,163,192,675,451,187,190,975
FBgn0052133,1500,1397,3205,2173,1405,1366,1991
FBgn0052138,9923,8984,17440,10415,9660,10580,15471
FBgn0052163,75,84,243,123,92,83,198
FBgn0052170,68,61,95,65,50,44,55
FBgn0052176,159,188,627,231,183,209,474
FBgn0052177,268,336,604,499,243,295,564
FBgn0052179,75,93,140,92,63,93,105
FBgn0052181,27,23,61,71,15,27,87
FBgn0052182,26,24,39,63,27,32,43
FBgn0052190,3168,3720,7314,4204,3602,4349,5047
FBgn0052195,55,43,147,76,48,49,137
FBgn0052202,53,59,186,90,57,51,104
FBgn0052206,45,41,158,114,37,34,216
FBgn0052218,76,57,262,98,70,82,214
FBgn0052221,92,118,221,192,127,148,185
FBgn0052226,149,162,296,245,173,182,253
FBgn0052230,334,440,1368,865,392,421,1165
FBgn0052243,292,337,1055,844,352,379,1327
FBgn0052250,149,166,266,204,187,179,224
FBgn0052251,925,817,2270,946,613,708,1408
FBgn0052262,55,92,143,103,90,102,128
FBgn0052264,925,790,1542,847,749,893,1006
FBgn0052267,93,97,349,380,107,105,609
FBgn0052278,152,194,588,357,196,181,379
FBgn0052280,203,236,408,318,278,339,629
FBgn0052281,92,127,267,196,106,115,244
FBgn0052296,553,458,996,547,617,643,822
FBgn0052311,1304,1150,2675,1257,944,855,1355
FBgn0052343,270,326,630,486,374,427,547
FBgn0052344,798,922,2208,1311,884,967,1499
FBgn0052350,110,124,399,349,94,110,507
FBgn0052364,221,310,649,488,298,323,678
FBgn0052368,177,196,871,226,258,224,844
FBgn0052369,1929,1756,3717,1739,1924,2199,3057
FBgn0052380,670,814,1565,1215,912,910,1428
FBgn0052407,170,187,411,272,36,49,90
FBgn0052409,445,580,1021,660,503,582,726
FBgn0052412,808,1011,1847,1311,639,687,935
FBgn0052418,153,178,432,188,161,168,261
FBgn0052423,3947,3637,13110,5524,3162,3518,9515
FBgn0052425,610,708,1447,834,693,737,1132
FBgn0052428,236,277,701,435,220,253,490
FBgn0052436,252,215,442,469,380,366,616
FBgn0052438,523,538,1615,1007,598,520,1493
FBgn0052441,439,580,1106,875,626,649,1048
FBgn0052446,87,95,138,128,119,116,190
FBgn0052448,23,21,131,77,51,53,89
FBgn0052451,827,918,2024,1327,932,942,1514
FBgn0052452,128,157,458,216,149,189,359
FBgn0052473,394,423,751,532,405,488,635
FBgn0052479,5228,4630,10806,6181,5236,5489,8703
FBgn0052483,25,44,88,34,36,45,50
FBgn0052484,683,723,1199,854,720,774,873
FBgn0052485,158,182,298,190,136,165,166
FBgn0052486,1128,1276,2663,1482,1427,1546,2662
FBgn0052512,685,716,1542,612,660,753,1017
FBgn0052521,2782,2817,5107,2687,1648,1742,2260
FBgn0052528,1019,1341,2206,1895,1473,1612,2017
FBgn0052529,8194,7886,16173,9844,7110,7492,9513
FBgn0052532,24,27,47,36,36,34,48
FBgn0052533,95,99,178,133,149,162,137
FBgn0052537,184,201,261,193,191,218,200
FBgn0052549,1728,1948,3703,2912,1966,2238,2880
FBgn0052554,32,51,91,69,57,59,95
FBgn0052557,31,18,42,44,37,35,21
FBgn0052572,29,28,68,20,37,43,42
FBgn0052576,173,228,442,389,179,222,504
FBgn0052579,177,240,373,332,213,229,363
FBgn0052580,127,97,643,405,136,76,825
FBgn0052582,29,47,137,78,42,45,136
FBgn0052590,56,83,151,74,52,65,153
FBgn0052594,1744,1946,4304,3537,2014,2140,3497
FBgn0052595,104,117,326,193,104,126,278
FBgn0052625,41,79,133,80,154,177,405
FBgn0052626,1443,1900,3167,2853,1755,1845,2387
FBgn0052627,95,94,185,136,95,88,184
FBgn0052628,51,52,101,55,55,64,85
FBgn0052638,959,1189,2896,1796,1009,1155,2003
FBgn0052649,496,585,926,669,558,663,831
FBgn0052650,32,56,61,41,49,59,42
FBgn0052654,1926,1890,3513,2430,1921,2063,2638
FBgn0052666,1476,1479,2878,2040,1703,1939,2460
FBgn0052672,1330,1675,5234,2660,1388,1635,3679
FBgn0052675,1823,2081,4114,2281,2184,2266,2939
FBgn0052676,1337,1250,2479,1359,1690,1711,2015
FBgn0052677,20,28,39,22,61,66,81
FBgn0052681,136,162,293,159,72,80,122
FBgn0052685,2261,2291,5298,2453,2137,2310,3559
FBgn0052687,251,293,574,355,200,214,292
FBgn0052699,841,950,2199,1459,1109,1192,2085
FBgn0052702,467,478,966,636,579,606,828
FBgn0052707,185,174,381,267,230,260,324
FBgn0052708,88,143,274,184,120,135,155
FBgn0052719,48,31,176,72,17,27,88
FBgn0052732,210,227,491,313,265,293,386
FBgn0052756,20,26,101,96,29,20,136
FBgn0052758,1398,1431,3005,1786,1533,1613,2111
FBgn0052767,1330,1213,3030,1495,1252,1372,2353
FBgn0052772,404,415,886,396,353,394,515
FBgn0052791,121,103,271,114,95,101,262
FBgn0052803,153,226,366,327,260,331,479
FBgn0052813,135,150,261,184,104,108,116
FBgn0052823,44,50,86,48,46,59,74
FBgn0052850,2563,2238,7351,4045,2618,2701,6865
FBgn0052856,26,45,154,74,45,61,159
FBgn0052865,86,92,291,186,133,112,467
FBgn0052982,948,976,2012,888,1163,1300,1756
FBgn0052984,78,87,197,113,79,62,180
FBgn0052985,40,37,90,42,53,50,189
FBgn0053002,161,234,392,288,222,299,381
FBgn0053051,67,78,198,109,74,92,192
FBgn0053052,209,313,688,436,291,336,539
FBgn0053054,30,32,95,37,35,40,64
FBgn0053056,265,306,452,440,212,258,332
FBgn0053057,67,62,182,74,80,93,127
FBgn0053062,71,83,134,131,97,107,157
FBgn0053080,40,48,87,46,41,49,50
FBgn0053087,4078,3904,7812,5008,4458,4078,6517
FBgn0053094,1059,1205,2303,1732,1068,1099,1742
FBgn0053095,256,252,950,566,291,301,1097
FBgn0053096,245,252,590,350,354,324,550
FBgn0053100,522,509,1378,538,449,583,961
FBgn0053107,110,144,264,174,120,144,240
FBgn0053111,122,134,370,214,119,127,225
FBgn0053113,2314,2413,5280,3351,2367,2562,4109
FBgn0053116,522,570,1293,1068,626,706,1295
FBgn0053120,16,22,70,49,31,25,59
FBgn0053123,1627,1817,3764,3050,1880,1884,3108
FBgn0053124,26,34,59,53,41,34,58
FBgn0053129,1742,1985,4185,3239,2110,2082,4174
FBgn0053138,917,1104,1624,1417,1558,1679,1926
FBgn0053139,287,345,565,468,352,426,469
FBgn0053144,967,937,1431,1022,1198,1345,1430
FBgn0053145,247,268,678,458,321,279,618
FBgn0053156,96,131,206,184,163,157,213
FBgn0053158,374,430,877,626,487,455,824
FBgn0053169,15,35,68,28,38,29,79
FBgn0053170,82,103,491,241,122,118,479
FBgn0053172,72,99,195,178,83,70,192
FBgn0053180,533,649,1377,1173,623,592,1358
FBgn0053181,282,300,768,294,198,213,376
FBgn0053182,437,398,960,549,478,474,817
FBgn0053193,193,209,386,234,326,364,392
FBgn0053196,46,34,73,34,58,42,69
FBgn0053198,98,98,264,148,95,91,272
FBgn0053207,428,437,931,481,444,490,640
FBgn0053208,1707,1606,3613,2025,1800,1779,2636
FBgn0053213,103,138,275,209,138,136,214
FBgn0053217,34,48,139,236,48,45,309
FBgn0053225,40,40,87,67,30,37,60
FBgn0053229,240,240,503,394,264,212,529
FBgn0053230,226,281,738,407,233,223,556
FBgn0053276,37,31,134,53,30,29,113
FBgn0053294,34,35,136,68,20,42,141
FBgn0053303,2981,4004,7079,4801,4243,4695,5575
FBgn0053307,735,1052,2834,1334,310,374,830
FBgn0053329,523,491,718,791,364,486,467
FBgn0053460,1181,1522,3121,3138,1063,1286,2398
FBgn0053461,18,27,43,51,30,34,60
FBgn0053465,172,186,548,556,172,176,393
FBgn0053494,604,744,2092,1425,652,727,2235
FBgn0053503,18,38,62,158,22,17,112
FBgn0053505,182,261,461,342,221,271,308
FBgn0053506,97,141,304,167,148,147,257
FBgn0053508,27,23,76,42,51,56,124
FBgn0053509,36,33,88,54,41,46,150
FBgn0053513,54,54,81,44,48,57,68
FBgn0053516,611,594,1377,799,381,408,600
FBgn0053519,154,151,319,153,224,198,272
FBgn0053523,486,630,1058,960,642,677,919
FBgn0053526,1500,1677,3354,2077,1490,1638,2736
FBgn0053542,21,41,76,55,32,37,61
FBgn0053554,1629,1376,5639,4298,1577,1277,6970
FBgn0053555,36,40,74,43,62,71,104
FBgn0053556,120,120,278,66,260,248,334
FBgn0053558,1582,1622,3184,1458,2640,2588,2933
FBgn0053635,46,49,151,97,47,45,149
FBgn0053653,36,46,147,72,39,46,150
FBgn0053774,6,33,110,46,32,13,159
FBgn0053867,49,82,445,95,108,95,216
FBgn0053926,475,609,935,183,791,848,894
FBgn0053969,171,261,403,374,304,330,482
FBgn0053971,124,118,253,189,117,110,157
FBgn0053977,41,63,194,204,63,50,284
FBgn0053978,143,97,470,363,123,106,620
FBgn0053987,51,58,192,128,43,55,153
FBgn0054001,17,24,63,43,31,21,42
FBgn0054003,120,208,362,159,128,144,287
FBgn0054015,47,42,138,88,39,54,111
FBgn0054039,21,27,88,66,23,40,99
FBgn0054056,56,62,151,69,37,39,62
FBgn0058002,44,66,119,336,57,35,331
FBgn0058006,59,58,139,96,70,71,174
FBgn0058042,903,950,2892,1816,968,1119,3011
FBgn0058045,785,826,3028,1723,762,842,2650
FBgn0058160,696,776,2380,1969,667,649,2306
FBgn0058178,127,133,491,301,107,93,610
FBgn0058191,626,685,2135,1488,656,697,2075
FBgn0058196,40,47,194,256,52,29,398
FBgn0058263,307,268,722,695,197,196,842
FBgn0058354,20,31,63,36,35,25,60
FBgn0058439,311,263,1090,828,241,294,1131
FBgn0058469,181,214,1057,728,242,124,6850
FBgn0058470,22,17,74,46,18,13,94
FBgn0060296,39,59,106,97,88,81,191
FBgn0061196,42,54,97,63,38,65,90
FBgn0061198,100,165,587,257,135,147,403
FBgn0061200,2879,2829,6500,4051,2881,2990,4268
FBgn0061469,614,731,1441,954,867,855,1241
FBgn0061476,281,338,651,498,371,389,638
FBgn0061492,239,305,479,478,352,401,558
FBgn0061515,686,783,2396,1026,972,998,1911
FBgn0062413,539,631,1120,845,626,711,982
FBgn0062440,165,251,531,356,183,194,319
FBgn0062442,625,813,1356,907,754,793,1224
FBgn0062449,126,135,393,224,103,135,316
FBgn0062517,32,36,71,71,40,33,64
FBgn0062928,27,38,45,26,41,47,66
FBgn0063449,47,80,233,101,64,58,205
FBgn0063485,137,142,1077,392,148,109,948
FBgn0063491,537,664,1303,1155,914,1118,1419
FBgn0063492,260,341,696,468,552,673,962
FBgn0063493,125,150,271,268,255,373,509
FBgn0063494,797,1066,2188,1911,1300,1450,2715
FBgn0063497,173,223,373,425,237,270,370
FBgn0063498,297,316,705,559,111,147,273
FBgn0063649,482,484,1033,786,236,236,386
FBgn0063670,91,104,404,289,87,78,545
FBgn0063923,78,116,253,193,64,75,140
FBgn0064225,61356,88153,138084,140269,76258,79637,156142
FBgn0064766,874,1030,1822,1547,1070,1183,1539
FBgn0065032,186,285,713,470,283,286,667
FBgn0065035,41,34,139,85,32,45,126
FBgn0065099,45,34,92,21,33,34,76
FBgn0066084,7207,13923,22210,23684,14258,12838,38630
FBgn0066114,416,447,834,616,456,507,645
FBgn0067102,653,812,1476,1010,739,868,1003
FBgn0067317,22,33,65,52,39,38,48
FBgn0067628,56,77,148,91,106,87,149
FBgn0067629,31,34,84,58,47,34,103
FBgn0067779,355,377,1220,672,329,352,1016
FBgn0067783,36,44,103,58,35,38,69
FBgn0067864,615,678,1191,886,801,884,1009
FBgn0069242,181,344,960,609,369,322,745
FBgn0069973,111,123,202,127,99,104,145
FBgn0069977,73,69,150,221,71,74,224
FBgn0082582,843,857,2031,1091,950,983,1806
FBgn0082585,124,134,315,146,137,172,250
FBgn0082598,1804,1918,4662,2824,2029,2146,4343
FBgn0082831,1430,1405,3230,2035,1717,1808,2440
FBgn0083123,68,51,166,108,54,52,242
FBgn0083124,36,28,84,111,47,24,198
FBgn0083167,335,494,928,619,519,557,873
FBgn0083919,2469,2397,5327,3126,2412,2478,3509
FBgn0083953,80,94,339,183,119,130,262
FBgn0083959,1204,1270,2457,1535,968,1003,1464
FBgn0083961,181,234,389,305,233,283,349
FBgn0083962,2500,2570,5196,4290,2703,2921,4450
FBgn0083968,67,130,232,224,93,90,283
FBgn0083969,1430,1566,3430,2347,1362,1503,2609
FBgn0083970,51,59,143,94,82,85,133
FBgn0083977,167,146,371,174,178,178,311
FBgn0083983,27,55,115,107,69,81,189
FBgn0083985,23,26,38,22,28,40,58
FBgn0083986,42,47,186,110,63,79,173
FBgn0084001,11,19,44,35,30,26,77
FBgn0084049,35,49,85,59,46,45,66
FBgn0085188,249,393,995,521,293,344,684
FBgn0085192,20,33,176,101,33,22,148
FBgn0085193,36,43,98,60,32,29,69
FBgn0085203,10,35,116,56,16,23,82
FBgn0085212,41,32,137,65,31,38,126
FBgn0085220,91,138,354,229,169,152,321
FBgn0085223,44,56,97,105,47,58,67
FBgn0085224,53,87,239,131,79,71,143
FBgn0085229,57,94,403,256,143,94,437
FBgn0085242,14,31,86,28,26,24,93
FBgn0085249,213,197,273,209,148,213,130
FBgn0085257,30,32,109,60,33,45,127
FBgn0085261,145,155,284,64,80,116,130
FBgn0085279,21,36,98,94,39,29,126
FBgn0085334,32,57,152,33,17,18,53
FBgn0085335,115,99,323,134,79,92,194
FBgn0085350,45,42,74,55,32,32,59
FBgn0085354,59,98,167,116,136,182,179
FBgn0085359,48,86,191,130,3,1,9
FBgn0085360,440,706,1158,420,515,576,705
FBgn0085364,994,1519,1002,327,1603,391,4686
FBgn0085370,2279,2139,3982,2691,2436,2688,3759
FBgn0085376,310,286,558,131,179,169,242
FBgn0085377,134,170,276,250,167,144,217
FBgn0085378,351,388,998,709,388,375,1050
FBgn0085379,48,36,63,52,27,19,38
FBgn0085384,28,38,85,34,47,33,61
FBgn0085386,65,96,161,99,102,103,167
FBgn0085388,1235,1367,2178,1408,1914,2104,2177
FBgn0085390,58,56,95,77,39,51,68
FBgn0085395,100,79,138,63,68,62,97
FBgn0085403,112,108,290,101,209,243,380
FBgn0085405,234,231,415,237,243,271,328
FBgn0085412,68,44,134,36,48,57,82
FBgn0085421,27,36,74,20,42,40,53
FBgn0085423,1395,1252,2844,1717,1614,1726,2739
FBgn0085425,65,80,94,57,57,69,65
FBgn0085430,1835,1728,3126,2112,1952,1892,2283
FBgn0085432,689,542,2064,1509,686,637,2431
FBgn0085433,228,259,514,360,258,274,425
FBgn0085434,427,406,951,701,378,363,593
FBgn0085435,21,28,97,52,38,33,76
FBgn0085436,11990,11628,28443,16340,11790,11946,19808
FBgn0085437,883,860,1441,1153,974,958,1156
FBgn0085438,34,61,122,78,39,35,48
FBgn0085442,3247,3389,7758,5304,3251,3486,5218
FBgn0085443,2207,2187,3863,2156,2325,2464,3022
FBgn0085444,779,791,2146,1368,883,859,1783
FBgn0085446,2394,2338,5153,2621,3873,4303,5322
FBgn0085450,1175,1068,2696,1074,859,909,1548
FBgn0085451,2485,2384,4200,2585,2543,2615,2867
FBgn0085452,54,63,249,68,66,72,161
FBgn0085453,124,123,182,142,164,197,206
FBgn0085459,101,111,246,227,158,171,350
FBgn0085460,60,46,145,178,85,73,319
FBgn0085466,102,129,370,444,129,120,535
FBgn0085468,24,39,217,103,73,52,271
FBgn0085478,1370,1265,2339,1035,1495,1509,1812
FBgn0085483,39,33,139,70,21,21,69
FBgn0085484,182,179,362,234,220,204,281
FBgn0085638,186,217,714,464,173,198,694
FBgn0085732,36,55,323,215,42,52,291
FBgn0085734,80,65,160,99,73,86,105
FBgn0085742,14334,16530,62120,3555,16640,8795,58875
FBgn0085743,19,48,1069,6,46,16,1392
FBgn0085757,2591,2092,44,1,1511,1992,53
FBgn0085759,1133,1492,17920,314,1588,860,8695
FBgn0085764,1577,1578,22,1,1385,1189,131
FBgn0085765,466,427,17875,141,412,98,10686
FBgn0085770,35,30,7,41,33,13,393
FBgn0085773,19,29,68,3,20,3,110
FBgn0085774,825,1003,1651,1079,886,363,3485
FBgn0085795,339,316,16,0,246,132,20
FBgn0085797,1430,1458,173,455,1299,566,505
FBgn0085799,18,10,408,296,24,9,444
FBgn0085802,1315,2257,4390,1885,2405,688,12792
FBgn0085805,1204,1237,9713,393,1121,612,6155
FBgn0085807,156,205,247,8,174,81,334
FBgn0085813,716,947,8482,1090,1252,257,17543
FBgn0085815,988,951,116,3,583,816,143
FBgn0085819,2041,3156,11094,1086,3220,1100,11958
FBgn0085823,1468,1878,9,1,1284,717,26
FBgn0086031,50,29,47,43,22,20,35
FBgn0086129,743,715,1965,1005,759,822,1396
FBgn0086130,164,219,443,272,234,266,300
FBgn0086134,888,1147,2090,1729,1336,1380,2113
FBgn0086200,46,53,137,71,70,65,140
FBgn0086251,669,662,2092,1161,662,692,1892
FBgn0086253,408,454,924,623,616,704,924
FBgn0086254,859,1145,1986,1697,951,1199,2044
FBgn0086346,2706,3117,5298,3881,3002,3283,4117
FBgn0086347,3961,4544,9205,5761,4158,4558,6046
FBgn0086350,97,98,333,239,124,131,419
FBgn0086355,2306,2553,4000,2960,4530,4987,4919
FBgn0086356,1272,1502,2571,2152,1643,1839,2289
FBgn0086357,2665,3345,5657,4966,4372,4827,6559
FBgn0086358,1215,1219,2299,1236,986,1046,1270
FBgn0086359,178,176,309,326,215,238,363
FBgn0086361,2085,2318,4567,2600,2311,2626,3577
FBgn0086362,206,261,487,332,216,242,382
FBgn0086365,2444,2795,5163,3756,2009,2014,2919
FBgn0086370,932,1055,1990,1300,949,1041,1421
FBgn0086371,235,319,552,515,300,342,518
FBgn0086372,343,398,792,770,384,401,885
FBgn0086377,630,741,1621,814,573,691,1012
FBgn0086378,236,290,673,808,299,264,1156
FBgn0086384,674,800,1446,1040,810,880,1092
FBgn0086442,1858,2033,3607,2628,2170,2292,2873
FBgn0086443,3013,3707,5651,5367,3432,3711,4449
FBgn0086444,435,552,1027,703,566,635,739
FBgn0086445,144,211,429,317,238,269,388
FBgn0086446,209,325,557,429,342,382,477
FBgn0086447,32,42,172,110,52,55,146
FBgn0086448,26,45,132,109,40,46,193
FBgn0086450,4871,5189,8321,5630,3805,3996,4616
FBgn0086451,1106,1105,2254,2025,1212,1114,1757
FBgn0086472,15075,23328,39625,28589,20071,22319,30338
FBgn0086475,490,549,1168,836,564,571,1116
FBgn0086532,956,1162,1946,1764,1492,1577,2333
FBgn0086558,641,1079,3259,3594,917,664,2389
FBgn0086605,405,408,972,618,428,432,796
FBgn0086608,27,32,46,32,25,31,59
FBgn0086613,764,854,1840,1166,854,804,1409
FBgn0086655,369,287,738,404,370,383,587
FBgn0086656,1105,1486,3635,1892,1057,1337,2695
FBgn0086657,280,376,785,500,373,429,653
FBgn0086674,1257,1383,3193,1992,1197,1284,2196
FBgn0086676,3459,3611,6437,5245,4255,5008,5922
FBgn0086679,479,596,1046,950,550,543,877
FBgn0086683,653,738,2044,1227,672,842,1601
FBgn0086686,1989,1831,4569,1695,1935,2086,3227
FBgn0086687,6020,7144,13570,9813,5675,6278,9433
FBgn0086690,2386,2564,5623,3477,2625,2753,4861
FBgn0086691,111,146,268,230,116,111,257
FBgn0086694,850,965,1996,1221,1039,1111,1405
FBgn0086695,251,301,504,391,256,285,344
FBgn0086697,501,511,1496,758,602,599,1257
FBgn0086698,635,660,1485,669,723,793,1687
FBgn0086706,4341,5654,9971,7615,4711,5259,7154
FBgn0086707,1508,1597,4202,1750,1463,1667,3001
FBgn0086708,213,204,402,216,161,168,190
FBgn0086710,6041,9270,13922,10065,7047,8000,10228
FBgn0086712,554,695,1122,869,653,757,880
FBgn0086736,649,721,1166,849,704,794,919
FBgn0086757,445,460,1162,725,360,413,721
FBgn0086758,5992,5198,16002,5827,4261,4727,9885
FBgn0086768,513,667,1087,818,591,766,842
FBgn0086779,886,911,2660,1613,957,952,2497
FBgn0086782,127,110,416,200,78,89,329
FBgn0086784,627,781,1252,941,719,764,955
FBgn0086785,216,298,502,369,274,334,419
FBgn0086855,302,329,854,505,384,378,640
FBgn0086856,99,104,328,195,106,121,293
FBgn0086895,455,484,1119,735,588,588,903
FBgn0086899,2949,2578,5657,2727,3196,3403,4855
FBgn0086901,3248,2726,6043,3587,3689,3819,5718
FBgn0086902,9958,8071,22677,11671,9342,8501,18319
FBgn0086904,5547,7545,11297,8761,6961,7669,8924
FBgn0086906,653,644,1399,673,1284,1111,1731
FBgn0086908,849,1058,2071,1520,1114,1237,1651
FBgn0086909,131,136,297,257,151,177,323
FBgn0086910,53,47,148,61,189,189,412
FBgn0086911,270,214,422,110,253,253,372
FBgn0086912,193,288,622,427,237,264,434
FBgn0087002,301,236,898,516,228,193,934
FBgn0087007,63,77,144,54,142,155,229
FBgn0087008,3546,3331,5793,3979,3723,3499,3913
FBgn0087011,39,35,102,57,35,30,140
FBgn0087013,6795,8076,13458,10897,7590,7965,10386
FBgn0087021,141,211,433,318,213,234,432
FBgn0087035,6076,6331,13265,8470,5720,6249,8700
FBgn0087039,170,179,625,312,196,198,518
FBgn0243511,984,1033,1806,1468,1052,1157,1450
FBgn0243512,1538,1504,4300,2067,1230,1325,2412
FBgn0243513,26,31,47,54,21,27,96
FBgn0243514,2629,2843,5549,6220,2863,2809,6668
FBgn0243516,1012,919,2231,1462,1029,1079,1632
FBgn0250732,794,935,1776,1299,816,861,1116
FBgn0250746,955,1211,1865,1580,1467,1552,1810
FBgn0250753,3829,4345,11891,7598,4203,4396,11432
FBgn0250754,3541,2989,9914,5764,3526,3364,8255
FBgn0250755,115,115,212,130,109,127,199
